phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
526.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Temporomandibular joint disorders	digestive
526.41	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Temporomandibular joint disorder, unspecified"	digestive
526.42	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Arthralgia/ankylosis of temporomandibular joint	digestive
526.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Inflammatory conditions of jaw	digestive
526.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Exostosis of jaw	digestive
526.9	rs4266947_T	NA	NA	NA	NA	NA	NA	7450	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Jaw disease NOS	digestive
527	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	8	7593	0.896505635	0.022562821	38	 [Error: < 15  cases or controls]	NA	NA	NA	Diseases of the salivary glands	digestive
527.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7597	4	7593	0.896194052	0.022574701	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypertrophy of salivary gland	digestive
527.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7595	2	7593	0.896037926	0.022580645	38	 [Error: < 15  cases or controls]	NA	NA	NA	Sialoadenitis	digestive
527.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7593	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Disturbance of salivary secretion	digestive
527.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7593	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other specified diseases of the salivary glands	digestive
528	rs4266947_T	NA	0.371816748	0.71272569	1.450367175	0.601891188	logistic	7622	29	7593	0.966081075	0.022631855	38		FALSE	FALSE	FALSE	"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"	digestive
528.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	9	7593	0.896583392	0.022559853	38	 [Error: < 15  cases or controls]	NA	NA	NA	Stomatitis and mucositis	digestive
528.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7599	6	7593	0.896349954	0.022568759	38	 [Error: < 15  cases or controls]	NA	NA	NA	Stomatitis and mucositis (ulcerative)	digestive
528.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	3	7593	0.896116017	0.022577672	38	 [Error: < 15  cases or controls]	NA	NA	NA	Oral aphthae	digestive
528.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	3	7593	0.896116017	0.022577672	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cellulitis and abscess of oral soft tissues	digestive
528.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7594	1	7593	0.89595978	0.022583619	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cysts of oral soft tissues	digestive
528.41	rs4266947_T	NA	NA	NA	NA	NA	NA	7593	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cyst of the salivary gland	digestive
528.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7600	7	7593	0.965336612	0.022697368	38	 [Error: < 15  cases or controls]	NA	NA	NA	Diseases of lips	digestive
528.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7593	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Leukoplakia of oral mucosa	digestive
528.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7597	4	7593	0.896194052	0.022574701	38	 [Error: < 15  cases or controls]	NA	NA	NA	Sialolithiasis	digestive
529	rs4266947_T	NA	1.765918804	0.473528031	5.846942084	0.000192027	logistic	7613	20	7593	0.961037707	0.022855642	38		TRUE	FALSE	FALSE	Diseases and other conditions of the tongue	digestive
529.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7600	7	7593	0.963792091	0.022763158	38	 [Error: < 15  cases or controls]	NA	NA	NA	Glossitis	digestive
529.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7594	1	7593	0.89595978	0.022583619	38	 [Error: < 15  cases or controls]	NA	NA	NA	Glossodynia	digestive
530	rs4266947_T	NA	0.032177845	0.209157842	1.03270115	0.877732114	logistic	7628	524	7104	0.990239531	0.022810697	38		FALSE	FALSE	FALSE	Diseases of esophagus	digestive
530.1	rs4266947_T	NA	-0.02244145	0.221563847	0.977808486	0.919322949	logistic	7594	490	7104	0.99138072	0.022715302	38		FALSE	FALSE	FALSE	"Esophagitis, GERD and related diseases"	digestive
530.11	rs4266947_T	NA	0.406146249	0.322194986	1.50102206	0.207467264	logistic	7252	148	7104	0.971238507	0.022959184	36		FALSE	FALSE	FALSE	GERD	digestive
530.12	rs4266947_T	NA	-0.741932199	1.011124317	0.476192927	0.463089224	logistic	7149	45	7104	0.979211064	0.022660512	35		FALSE	FALSE	FALSE	Ulcer of esophagus	digestive
530.13	rs4266947_T	NA	0.074070491	0.715624438	1.076882713	0.917562422	logistic	7144	40	7104	0.9780148	0.022746361	35		FALSE	FALSE	FALSE	Barrett's esophagus	digestive
530.14	rs4266947_T	NA	-0.181063201	0.379143518	0.834382623	0.632964491	logistic	7289	185	7104	0.994685297	0.02263685	36		FALSE	FALSE	FALSE	Reflux esophagitis	digestive
530.15	rs4266947_T	NA	NA	NA	NA	NA	NA	7104	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Eosinophilic esophagitis	digestive
530.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7116	12	7104	0.977309921	0.022835863	36	 [Error: < 15  cases or controls]	NA	NA	NA	Esophageal bleeding (varices/hemorrhage)	digestive
530.3	rs4266947_T	NA	-0.27189595	1.029777203	0.761933536	0.791753902	logistic	7129	25	7104	0.978733394	0.022724085	35		FALSE	FALSE	FALSE	Stricture and stenosis of esophagus	digestive
530.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7115	11	7104	0.979457914	0.022698524	35	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of esophageal motility	digestive
530.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7106	2	7104	0.979245416	0.022727273	35	 [Error: < 15  cases or controls]	NA	NA	NA	"Diverticulum of esophagus, acquired"	digestive
530.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7107	3	7104	0.979269133	0.022724075	35	 [Error: < 15  cases or controls]	NA	NA	NA	Gastroesophageal laceration-hemorrhage syndrome	digestive
530.9	rs4266947_T	NA	0.35020193	0.71344773	1.419354129	0.623526484	logistic	7133	29	7104	0.977740465	0.022781438	36		FALSE	FALSE	FALSE	Heartburn	digestive
531	rs4266947_T	NA	-1.544001403	1.002329826	0.21352499	0.123459834	logistic	7649	103	7546	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Peptic ulcer (excl. esophageal)	digestive
531.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7557	11	7546	0.988127402	0.023157338	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hemorrhage from gastrointestinal ulcer	digestive
531.2	rs4266947_T	NA	-15.34677457	898.334956	2.16E-07	0.98636994	logistic	7593	47	7546	0.989235387	0.022981694	38		FALSE	FALSE	FALSE	Gastric ulcer	digestive
531.3	rs4266947_T	NA	-15.23748765	894.4279976	2.41E-07	0.986407885	logistic	7589	43	7546	0.98918215	0.022993807	38		FALSE	FALSE	FALSE	Duodenal ulcer	digestive
531.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7551	5	7546	0.98866338	0.023109522	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Peptic ulcer, site unspecified"	digestive
531.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7546	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Gastrojejunal ulcer	digestive
532	rs4266947_T	NA	NA	NA	NA	NA	NA	7104	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dysphagia	digestive
535	rs4266947_T	NA	0.014013912	0.210250992	1.014112567	0.946857753	logistic	7434	517	6917	0.988852839	0.023271455	36		FALSE	FALSE	FALSE	Gastritis and duodenitis	digestive
535.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	6922	5	6917	0.918109128	0.02318694	32	 [Error: < 15  cases or controls]	NA	NA	NA	Acute gastritis	digestive
535.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	6927	10	6917	0.915342697	0.023242385	32	 [Error: < 15  cases or controls]	NA	NA	NA	Atrophic gastritis	digestive
535.6	rs4266947_T	NA	0.905226136	0.464383102	2.472490978	0.051258541	logistic	6959	42	6917	0.904602271	0.023422906	33		FALSE	FALSE	FALSE	Duodenitis	digestive
535.8	rs4266947_T	NA	-0.402517662	0.448884813	0.66863453	0.36987587	logistic	7078	161	6917	0.99442239	0.023029104	33		FALSE	FALSE	FALSE	Other specified gastritis	digestive
535.9	rs4266947_T	NA	NA	NA	NA	NA	NA	6917	NA	NA	NA	NA	32	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Gastritis and duodenitis, NOS"	digestive
536	rs4266947_T	NA	-1.093677008	0.505651813	0.334982493	0.030548461	logistic	7163	246	6917	0.922576186	0.022686025	34		TRUE	FALSE	FALSE	Disorders of function of stomach	digestive
536.3	rs4266947_T	NA	NA	NA	NA	NA	NA	6917	NA	NA	NA	NA	32	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Gastroparesis	digestive
536.7	rs4266947_T	NA	NA	NA	NA	NA	NA	6917	NA	NA	NA	NA	32	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Complications of gastrostomy, colostomy and enterostomy"	digestive
536.8	rs4266947_T	NA	-1.093677008	0.505651813	0.334982493	0.030548461	logistic	7163	246	6917	0.922576186	0.022686025	34		TRUE	FALSE	FALSE	Dyspepsia	digestive
537	rs4266947_T	NA	-0.604120829	1.016433229	0.54655473	0.552275583	logistic	6952	35	6917	0.917148448	0.023158803	32		FALSE	FALSE	FALSE	Other disorders of stomach and duodenum	digestive
537.1	rs4266947_T	NA	NA	NA	NA	NA	NA	6917	NA	NA	NA	NA	32	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Lesions of stomach and duodenum	digestive
540	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	11	7638	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Appendiceal conditions	digestive
540.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	7	7638	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Appendicitis	digestive
540.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7639	1	7638	0.989262072	0.022908758	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute appendicitis	digestive
550	rs4266947_T	NA	0.375015782	0.23329757	1.455014377	0.107954183	logistic	7649	293	7356	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Abdominal hernia	digestive
550.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7356	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Inguinal hernia	digestive
550.2	rs4266947_T	NA	0.313589506	0.297793133	1.368327931	0.292320466	logistic	7546	190	7356	0.992274569	0.022661012	36		FALSE	FALSE	FALSE	Diaphragmatic hernia	digestive
550.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7357	1	7356	0.994855063	0.022495582	35	 [Error: < 15  cases or controls]	NA	NA	NA	Femoral hernia	digestive
550.4	rs4266947_T	NA	0.497344304	0.453456145	1.644348576	0.272734998	logistic	7418	62	7356	0.993948186	0.02258021	36		FALSE	FALSE	FALSE	Umbilical hernia	digestive
550.5	rs4266947_T	NA	0.023201754	0.707163853	1.023473009	0.973826433	logistic	7399	43	7356	0.994833989	0.022435464	35		FALSE	FALSE	FALSE	Ventral hernia	digestive
550.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7360	4	7356	0.995188559	0.022418478	36	 [Error: < 15  cases or controls]	NA	NA	NA	Incisional hernia	digestive
555	rs4266947_T	NA	0.095592965	0.449173165	1.100311107	0.831467482	logistic	7161	96	7065	0.996183455	0.022482893	35		FALSE	FALSE	FALSE	Inflammatory bowel disease and other gastroenteritis and colitis	digestive
555.1	rs4266947_T	NA	0.70914346	0.581124282	2.032249809	0.222352801	logistic	7095	30	7065	0.996315824	0.022551092	34		FALSE	FALSE	FALSE	Regional enteritis	digestive
555.2	rs4266947_T	NA	-0.524555206	0.707635533	0.591818543	0.458524424	logistic	7138	73	7065	0.996772683	0.022345195	35		FALSE	FALSE	FALSE	Ulcerative colitis	digestive
555.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7076	11	7065	0.996908641	0.022399661	34	 [Error: < 15  cases or controls]	NA	NA	NA	Ulcerative colitis (chronic)	digestive
556	rs4266947_T	NA	-0.017534257	1.007650508	0.982618573	0.986116608	logistic	7086	21	7065	0.996738812	0.022438611	34		FALSE	FALSE	FALSE	Ulceration of the lower GI tract	digestive
556.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7077	12	7065	0.996693893	0.022467147	34	 [Error: < 15  cases or controls]	NA	NA	NA	Ulceration of intestine	digestive
556.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7065	NA	NA	NA	NA	34	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Angiodysplasia of intestine (without mention of hemorrhage)	digestive
557	rs4266947_T	NA	NA	NA	NA	NA	logistic	7067	2	7065	0.996865755	0.022428187	34	 [Error: < 15  cases or controls]	NA	NA	NA	Intestinal malabsorption (non-celiac)	digestive
557.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7076	11	7065	0.996908641	0.022399661	34	 [Error: < 15  cases or controls]	NA	NA	NA	Celiac disease	digestive
558	rs4266947_T	NA	0.358189555	0.256658488	1.430736798	0.16283854	logistic	7306	241	7065	0.993755618	0.022789488	37		FALSE	FALSE	FALSE	Noninfectious gastroenteritis	digestive
559	rs4266947_T	NA	NA	NA	NA	NA	logistic	7076	11	7065	0.996688864	0.022470322	34	 [Error: < 15  cases or controls]	NA	NA	NA	Ileostomy status	digestive
560	rs4266947_T	NA	0.112342983	0.701705281	1.118896557	0.872802338	logistic	7106	41	7065	0.996612886	0.02244582	34		FALSE	FALSE	FALSE	Intestinal obstruction without mention of hernia	digestive
560.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7067	2	7065	0.996865755	0.022428187	34	 [Error: < 15  cases or controls]	NA	NA	NA	Paralytic ileus	digestive
560.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7068	3	7065	0.996870549	0.022425014	34	 [Error: < 15  cases or controls]	NA	NA	NA	Impaction of intestine	digestive
560.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7076	11	7065	0.996688864	0.022470322	34	 [Error: < 15  cases or controls]	NA	NA	NA	Peritoneal or intestinal adhesions	digestive
560.4	rs4266947_T	NA	0.463515055	0.699868921	1.58965189	0.507786422	logistic	7095	30	7065	0.996556174	0.02248062	34		FALSE	FALSE	FALSE	Other intestinal obstruction	digestive
561	rs4266947_T	NA	0.21025011	0.295123534	1.233986654	0.476208505	logistic	7275	210	7065	0.994909147	0.022611684	35		FALSE	FALSE	FALSE	Symptoms involving digestive system	digestive
562	rs4266947_T	NA	NA	NA	NA	NA	logistic	7067	2	7065	0.99640756	0.02256969	34	 [Error: < 15  cases or controls]	NA	NA	NA	Diverticulosis and diverticulitis	digestive
562.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7067	2	7065	0.99640756	0.02256969	34	 [Error: < 15  cases or controls]	NA	NA	NA	Diverticulosis	digestive
562.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7065	NA	NA	NA	NA	34	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diverticulitis	digestive
564	rs4266947_T	NA	-0.109596222	0.701644274	0.896195927	0.875876066	logistic	7114	49	7065	0.996653552	0.022420579	34		FALSE	FALSE	FALSE	Functional digestive disorders	digestive
564.1	rs4266947_T	NA	0.106511556	0.993362196	1.112390781	0.914611845	logistic	7083	18	7065	0.996723906	0.022448115	34		FALSE	FALSE	FALSE	Irritable Bowel Syndrome	digestive
564.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7068	3	7065	0.996870549	0.022425014	34	 [Error: < 15  cases or controls]	NA	NA	NA	Personal history of diseases of digestive system	digestive
565	rs4266947_T	NA	-0.051164084	0.272255015	0.950122757	0.85093383	logistic	7604	314	7290	0.988791357	0.023014203	38		FALSE	FALSE	FALSE	Anal and rectal conditions	digestive
565.1	rs4266947_T	NA	0.540472308	0.412127396	1.716817537	0.189715743	logistic	7371	81	7290	0.990316544	0.023199023	36		FALSE	FALSE	FALSE	Anal and rectal polyp	digestive
567	rs4266947_T	NA	NA	NA	NA	NA	logistic	7293	3	7290	0.992396836	0.023035788	36	 [Error: < 15  cases or controls]	NA	NA	NA	Peritonitis and retroperitoneal infections	digestive
568	rs4266947_T	NA	NA	NA	NA	NA	logistic	7303	13	7290	0.99204555	0.02307271	36	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of peritoneum	digestive
568.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7301	11	7290	0.992477991	0.023010547	36	 [Error: < 15  cases or controls]	NA	NA	NA	Peritoneal adhesions (postoperative) (postinfection)	digestive
569	rs4266947_T	NA	-16.16557591	1458.376532	9.54E-08	0.99115592	logistic	7332	42	7290	0.992784519	0.022913257	36		FALSE	FALSE	FALSE	Other disorders of intestine	digestive
569.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7293	3	7290	0.992396836	0.023035788	36	 [Error: < 15  cases or controls]	NA	NA	NA	Toxic gastroenteritis and colitis	digestive
569.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7296	6	7290	0.992427369	0.023026316	36	 [Error: < 15  cases or controls]	NA	NA	NA	Gastrointestinal complications	digestive
571	rs4266947_T	NA	0.940430628	0.593499237	2.561084054	0.113068072	logistic	7615	26	7589	0.990612904	0.022783979	38		FALSE	FALSE	FALSE	Chronic liver disease and cirrhosis	digestive
571.5	rs4266947_T	NA	0.916145765	0.724238423	2.49963761	0.205879168	logistic	7607	18	7589	0.99103162	0.022742211	37		FALSE	FALSE	FALSE	Other chronic nonalcoholic liver disease	digestive
571.51	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cirrhosis of liver without mention of alcohol	digestive
571.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Primary biliary cirrhosis	digestive
571.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7598	9	7589	0.991424342	0.022703343	38	 [Error: < 15  cases or controls]	NA	NA	NA	Liver abscess and sequelae of chronic liver disease	digestive
571.81	rs4266947_T	NA	NA	NA	NA	NA	logistic	7590	1	7589	0.991813629	0.022661397	37	 [Error: < 15  cases or controls]	NA	NA	NA	Portal hypertension	digestive
572	rs4266947_T	NA	NA	NA	NA	NA	logistic	7599	10	7589	0.9919072	0.022634557	37	 [Error: < 15  cases or controls]	NA	NA	NA	Ascites (non malignant)	digestive
573	rs4266947_T	NA	NA	NA	NA	NA	logistic	7603	14	7589	0.990986307	0.022754176	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of liver	digestive
573.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic passive congestion of liver	digestive
573.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Liver replaced by transplant	digestive
573.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hepatomegaly	digestive
573.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute and subacute necrosis of liver	digestive
573.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7594	5	7589	0.990883534	0.022781143	37	 [Error: < 15  cases or controls]	NA	NA	NA	Jaundice (not of newborn)	digestive
573.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7589	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	digestive
573.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	12	7589	0.991927851	0.022628601	37	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal results of function study of liver	digestive
573.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7593	4	7589	0.991844937	0.022652443	37	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal serum enzyme levels	digestive
574	rs4266947_T	NA	-0.505505869	0.412934896	0.603200358	0.220885038	logistic	7629	210	7419	0.989703136	0.022873247	38		FALSE	FALSE	FALSE	Cholelithiasis and cholecystitis	digestive
574.1	rs4266947_T	NA	-0.344779298	0.413104714	0.708376676	0.403940094	logistic	7598	179	7419	0.989301574	0.02296657	38		FALSE	FALSE	FALSE	Cholelithiasis	digestive
574.11	rs4266947_T	NA	0.407958607	0.719760345	1.503744915	0.57085154	logistic	7449	30	7419	0.989643943	0.023157471	38		FALSE	FALSE	FALSE	Cholelithiasis with acute cholecystitis	digestive
574.12	rs4266947_T	NA	-0.645268317	0.710753441	0.524521785	0.363949444	logistic	7498	79	7419	0.990266081	0.023006135	38		FALSE	FALSE	FALSE	Cholelithiasis with other cholecystitis	digestive
574.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7420	1	7419	0.990383583	0.023113208	38	 [Error: < 15  cases or controls]	NA	NA	NA	Calculus of bile duct	digestive
574.3	rs4266947_T	NA	-16.33121537	1467.766109	8.08E-08	0.991122458	logistic	7466	47	7419	0.990933986	0.022970801	38		FALSE	FALSE	FALSE	Cholecystitis without cholelithiasis	digestive
575	rs4266947_T	NA	-0.356098227	1.011311414	0.700403818	0.724751791	logistic	7451	32	7419	0.990226447	0.02308415	38		FALSE	FALSE	FALSE	Other biliary tract disease	digestive
575.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7427	8	7419	0.990469402	0.023091423	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cholangitis	digestive
575.2	rs4266947_T	NA	0.448357631	1.032056437	1.565738552	0.663975265	logistic	7434	15	7419	0.990012758	0.023136938	38		FALSE	FALSE	FALSE	Obstruction of bile duct	digestive
575.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7420	1	7419	0.990383583	0.023113208	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cholesterolosis of gallbladder	digestive
575.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7423	4	7419	0.990420455	0.023103866	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of gallbladder	digestive
575.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7427	8	7419	0.990469402	0.023091423	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of biliary tract	digestive
575.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7420	1	7419	0.990383583	0.023113208	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nonspecific abnormal findings on radiological and other examination of biliary tract	digestive
577	rs4266947_T	NA	-0.227576114	0.714867158	0.796461797	0.750221419	logistic	7649	50	7599	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Diseases of pancreas	digestive
